base_id,instance_name,algorithm_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,case_4x30,ga_greedy_only,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100000.000000,0.000000,99999.000000,100000.000000,100000.000000,100000.000000,0.000000,100000.000000,0.000000,0.000000,200000.000000,199999.000000,0.000000,0.000000,0.000000,1391603.316889
1,case_4x30,ga_greedy_only,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100000.000000,0.000000,0.000000,100000.000000,100000.000000,0.000000,0.000000,100000.000000,326030.561568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100000.000000
2,case_4x30,ga_greedy_only,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,684527.360222,100000.000000,0.000000,0.000000,100000.000000,0.000000,0.000000,0.000000,200000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,case_4x30,ga_greedy_only,0.000000,0.000000,0.000000,100000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,382187.180058
