instance_name,algorithm_name,base_id,total_purchase_qty,total_iron_qty,production_demand_total,selected_supplier_count,long_contract_purchase_qty,long_contract_purchase_share,weighted_average_grade,average_purchase_price_per_ton,average_transport_cost_per_ton,average_delivered_cost_per_ton,average_unit_iron_cost,high_grade_purchase_share,low_unit_iron_cost_purchase_share,ending_inventory_weight,ending_inventory_iron,average_inventory_weight,average_inventory_iron,safety_stock_redundancy_avg,capacity_utilization_avg
case_4x30,ga_greedy_only,0,2391601.316889,1931922.294652,2032265.778498,9,999998.000000,0.418129,0.807794,876.645661,16.619369,893.265031,1105.807324,0.916374,0.916374,119143.470843,99656.516154,210921.110814,146157.229815,2.358427,0.000422
case_4x30,ga_greedy_only,1,826030.561568,579502.977559,680583.976060,6,726030.561568,0.878939,0.701551,881.305213,21.010407,902.315620,1286.171611,0.757878,0.757878,68227.211302,48919.001499,140941.478082,99458.850515,5.431997,0.000282
case_4x30,ga_greedy_only,2,1084527.360222,932712.001369,1031417.752179,4,1084527.360222,1.000000,0.860017,872.228667,13.461856,885.690523,1029.852306,1.000000,1.000000,122411.405332,101294.249190,144920.727744,118147.124595,2.829877,0.000290
case_4x30,ga_greedy_only,3,682187.180058,507488.822688,623605.715999,3,200000.000000,0.293175,0.743914,934.562703,19.232879,953.795582,1282.130935,0.706825,0.706825,68882.584492,43883.106688,139242.941372,101940.805192,3.286201,0.000278
