instance_name,algorithm_name,selected_supplier_count,avg_purchase_qty_per_selected_supplier,top1_supplier_share,top3_supplier_share,top5_supplier_share,herfindahl_index,multi_base_supplier_count,multi_base_supplier_purchase_share,single_base_supplier_count,long_contract_supplier_purchase_share,non_long_contract_supplier_purchase_share
case_5x30,ga_greedy_only,15,375459.765357,0.389136,0.591612,0.662636,0.187686,11,0.875708,4,0.557596,0.442404
