instance_name,algorithm_name,selected_supplier_count,avg_purchase_qty_per_selected_supplier,top1_supplier_share,top3_supplier_share,top5_supplier_share,herfindahl_index,multi_base_supplier_count,multi_base_supplier_purchase_share,single_base_supplier_count,long_contract_supplier_purchase_share,non_long_contract_supplier_purchase_share
case_4x30,manual,13,403084.333935,0.381672,0.618328,0.694662,0.194161,13,1.000000,0,0.618328,0.381672
