instance_name,algorithm_name,avg_ending_inventory_weight,avg_ending_inventory_iron,avg_safety_stock_redundancy,max_safety_stock_redundancy,min_safety_stock_redundancy,avg_capacity_utilization,max_capacity_utilization,total_inventory_cost,inventory_cost_share,possible_early_purchase_qty
case_5x30,ga_greedy_only,121387.270860,92495.607605,2.244623,4.042837,0.007503,0.000243,0.000512,313497960.698778,0.057932,0.000000
