instance_name,algorithm_name,selected_supplier_count,avg_purchase_qty_per_selected_supplier,top1_supplier_share,top3_supplier_share,top5_supplier_share,herfindahl_index,multi_base_supplier_count,multi_base_supplier_purchase_share,single_base_supplier_count,long_contract_supplier_purchase_share,non_long_contract_supplier_purchase_share
case_4x30,ga_greedy_only,14,356024.744195,0.375935,0.578681,0.658933,0.180970,7,0.616689,7,0.604002,0.395998
