instance_name,algorithm_name,base_count,supplier_count,selected_supplier_count,multi_base_supplier_count,multi_base_supplier_ratio,multi_base_purchase_qty,multi_base_purchase_share,avg_supplier_count_per_base,avg_base_count_per_selected_supplier,max_base_count_per_supplier,shared_supplier_list
case_4x30,manual,4,30,13,13,1.000000,5240096.341151,1.000000,10.500000,3.230769,4,14;15;16;17;18;19;20;21;22;23;24;25;29
