instance_name,algorithm_name,base_count,supplier_count,selected_supplier_count,multi_base_supplier_count,multi_base_supplier_ratio,multi_base_purchase_qty,multi_base_purchase_share,avg_supplier_count_per_base,avg_base_count_per_selected_supplier,max_base_count_per_supplier,shared_supplier_list
case_5x30,manual,5,30,13,13,1.000000,6038455.784865,1.000000,10.000000,3.846154,5,14;15;16;17;18;19;20;21;22;23;24;25;29
