instance_name,algorithm_name,base_count,supplier_count,selected_supplier_count,multi_base_supplier_count,multi_base_supplier_ratio,multi_base_purchase_qty,multi_base_purchase_share,avg_supplier_count_per_base,avg_base_count_per_selected_supplier,max_base_count_per_supplier,shared_supplier_list
case_4x35,ga_greedy,4,35,19,9,0.473684,3471764.318313,0.653587,7.000000,1.473684,2,18;20;21;22;24;25;29;30;32
