instance_name,algorithm_name,selected_supplier_count,avg_purchase_qty_per_selected_supplier,top1_supplier_share,top3_supplier_share,top5_supplier_share,herfindahl_index,multi_base_supplier_count,multi_base_supplier_purchase_share,single_base_supplier_count,long_contract_supplier_purchase_share,non_long_contract_supplier_purchase_share
case_5x30,manual,13,464496.598836,0.331210,0.668789,0.735032,0.198674,13,1.000000,0,0.668790,0.331210
